Power plant;HV-B Station;HV-A Station;LV Station;Company;Individual;Capacity;Load
1;-;-;51;-;1250517;-;3778
1;-;-;51;-;1250518;-;5294
1;-;-;51;-;1250519;-;5497
1;-;-;51;-;1250520;-;5507
1;-;-;51;-;1250521;-;5242
1;-;-;51;-;1250522;-;4160
1;-;-;51;-;1250523;-;4729
1;-;-;51;-;1250524;-;4521
1;-;-;51;-;1250525;-;5631
1;-;-;51;-;1250526;-;5281
1;-;-;51;-;1250527;-;4369
1;-;-;51;-;1250528;-;5117
1;-;-;51;-;1250529;-;3844
1;-;-;51;-;1250530;-;4844
1;-;-;51;-;1250531;-;4772
1;-;-;51;-;1250532;-;5022
1;-;-;51;-;1250533;-;3914
1;-;-;51;-;1250534;-;5165
1;-;-;51;-;1250535;-;4369
1;-;-;51;-;1250536;-;3765
1;-;-;51;-;1250537;-;4355
1;-;-;51;-;1250538;-;4265
1;-;-;51;-;1250539;-;5067
1;-;-;51;-;1250540;-;4948
1;-;-;51;-;1250541;-;5549
1;-;-;51;-;1250542;-;4009
1;-;-;51;-;1250543;-;4343
1;-;-;51;-;1250544;-;3760
1;-;-;51;-;1250545;-;4786
1;-;-;51;-;1250546;-;4040
1;-;-;51;-;1250547;-;3923
1;-;-;51;-;1250548;-;4799
1;-;-;51;-;1250549;-;5535
1;-;-;51;-;1250550;-;5026
1;-;-;51;-;1250551;-;5226
1;-;-;51;-;1250552;-;4170
1;-;1;52;-;-;621298;-
1;-;-;52;346;-;-;15787
1;-;-;52;347;-;-;15864
1;-;-;52;348;-;-;14832
1;-;-;52;349;-;-;15270
1;-;-;52;350;-;-;12015
1;-;-;52;351;-;-;15722
1;-;-;52;-;1250553;-;5310
1;-;-;52;-;1250554;-;4370
1;-;-;52;-;1250555;-;4641
1;-;-;52;-;1250556;-;5608
1;-;-;52;-;1250557;-;4816
1;-;-;52;-;1250558;-;4793
1;-;-;52;-;1250559;-;4230
1;-;-;52;-;1250560;-;4026
1;-;-;52;-;1250561;-;4793
1;-;-;52;-;1250562;-;4504
1;-;-;52;-;1250563;-;5152
1;-;-;52;-;1250564;-;4815
1;-;-;52;-;1250565;-;4264
1;-;-;52;-;1250566;-;3769
1;-;-;52;-;1250567;-;4770
1;-;-;52;-;1250568;-;5419
1;-;-;52;-;1250569;-;4959
1;-;-;52;-;1250570;-;5123
1;-;-;52;-;1250571;-;4790
1;-;-;52;-;1250572;-;5108
1;-;-;52;-;1250573;-;3830
1;-;-;52;-;1250574;-;5280
1;-;-;52;-;1250575;-;5235
1;-;-;52;-;1250576;-;5309
1;-;-;52;-;1250577;-;4482
1;-;-;52;-;1250578;-;5427
1;-;-;52;-;1250579;-;4759
1;-;-;52;-;1250580;-;5163
1;-;-;52;-;1250581;-;3782
1;-;-;52;-;1250582;-;5446
1;-;-;52;-;1250583;-;5198
1;-;-;52;-;1250584;-;4083
1;-;-;52;-;1250585;-;4707
1;-;-;52;-;1250586;-;4299
1;-;-;52;-;1250587;-;4737
1;-;-;52;-;1250588;-;3867
1;-;-;52;-;1250589;-;4955
1;-;-;52;-;1250590;-;4987
1;-;1;53;-;-;772579;-
1;-;-;53;352;-;-;11961
1;-;-;53;353;-;-;13556
1;-;-;53;354;-;-;12792
1;-;-;53;355;-;-;14857
1;-;-;53;356;-;-;12534
1;-;-;53;357;-;-;11735
1;-;-;53;-;1250591;-;4649
1;-;-;53;-;1250592;-;4718
1;-;-;53;-;1250593;-;3813
1;-;-;53;-;1250594;-;3796
1;-;-;53;-;1250595;-;5377
1;-;-;53;-;1250596;-;4067
1;-;-;53;-;1250597;-;4544
1;-;-;53;-;1250598;-;4666
1;-;-;53;-;1250599;-;4188
1;-;-;53;-;1250600;-;4733
1;-;-;53;-;1250601;-;5198
1;-;-;53;-;1250602;-;4063
1;-;-;53;-;1250603;-;4275
1;-;-;53;-;1250604;-;4258
1;-;-;53;-;1250605;-;5252
1;-;-;53;-;1250606;-;4841
1;-;-;53;-;1250607;-;5290
1;-;-;53;-;1250608;-;3881
1;-;-;53;-;1250609;-;5153
1;-;-;53;-;1250610;-;4771
1;-;-;53;-;1250611;-;4225
1;-;-;53;-;1250612;-;4386
1;-;-;53;-;1250613;-;4056
1;-;-;53;-;1250614;-;3944
1;-;-;53;-;1250615;-;5014
1;-;-;53;-;1250616;-;5346
1;-;-;53;-;1250617;-;5171
1;-;-;53;-;1250618;-;3840
1;-;-;53;-;1250619;-;4773
1;-;-;53;-;1250620;-;5561
1;-;-;53;-;1250621;-;4149
1;-;-;53;-;1250622;-;3816
1;-;-;53;-;1250623;-;4501
1;-;-;53;-;1250624;-;4333
1;-;-;53;-;1250625;-;4739
1;-;-;53;-;1250626;-;4092
1;-;-;53;-;1250627;-;4973
1;-;-;53;-;1250628;-;4189
1;-;-;53;-;1250629;-;4646
1;-;-;53;-;1250630;-;5103
1;-;-;53;-;1250631;-;4241
1;-;-;53;-;1250632;-;5603
1;-;-;53;-;1250633;-;4475
1;-;-;53;-;1250634;-;4432
1;-;1;54;-;-;689271;-
1;-;-;54;358;-;-;12573
1;-;-;54;359;-;-;15526
1;-;-;54;360;-;-;11929
1;-;-;54;361;-;-;14307
1;-;-;54;362;-;-;15319
1;-;-;54;363;-;-;12052
1;-;-;54;364;-;-;12170
1;-;-;54;-;1250635;-;5326
1;-;-;54;-;1250636;-;5502
1;-;-;54;-;1250637;-;4005
1;-;-;54;-;1250638;-;4085
1;-;-;54;-;1250639;-;3930
1;-;-;54;-;1250640;-;3903
1;-;-;54;-;1250641;-;4117
1;-;-;54;-;1250642;-;5395
1;-;-;54;-;1250643;-;4060
1;-;-;54;-;1250644;-;4810
1;-;-;54;-;1250645;-;4397
1;-;-;54;-;1250646;-;4911
1;-;-;54;-;1250647;-;4347
1;-;-;54;-;1250648;-;5076
1;-;-;54;-;1250649;-;4562
1;-;-;54;-;1250650;-;4039
1;-;-;54;-;1250651;-;4700
1;-;-;54;-;1250652;-;3968
1;-;-;54;-;1250653;-;3922
1;-;-;54;-;1250654;-;5142
1;-;-;54;-;1250655;-;4893
1;-;-;54;-;1250656;-;4761
1;-;-;54;-;1250657;-;4641
1;-;-;54;-;1250658;-;5168
1;-;-;54;-;1250659;-;4804
1;-;-;54;-;1250660;-;5011
1;-;-;54;-;1250661;-;4696
1;-;-;54;-;1250662;-;4790
1;-;-;54;-;1250663;-;3994
1;-;-;54;-;1250664;-;5056
1;-;-;54;-;1250665;-;5406
1;-;-;54;-;1250666;-;5485
1;-;-;54;-;1250667;-;5367
1;-;-;54;-;1250668;-;5143
1;-;-;54;-;1250669;-;4821
1;-;-;54;-;1250670;-;5312
1;-;-;54;-;1250671;-;4608
1;-;-;54;-;1250672;-;4456
1;-;-;54;-;1250673;-;5580
1;-;-;54;-;1250674;-;4383
1;-;-;54;-;1250675;-;5320
1;-;-;54;-;1250676;-;3790
1;-;-;54;-;1250677;-;3956
1;-;-;54;-;1250678;-;4841
1;-;-;54;-;1250679;-;5614
1;-;-;54;-;1250680;-;4586
1;-;-;54;-;1250681;-;3969
1;-;1;55;-;-;587870;-
1;-;-;55;365;-;-;11888
1;-;-;55;366;-;-;16253
1;-;-;55;367;-;-;13315
1;-;-;55;368;-;-;15133
1;-;-;55;369;-;-;11312
1;-;-;55;370;-;-;14608
1;-;-;55;-;1250682;-;4305
1;-;-;55;-;1250683;-;4118
1;-;-;55;-;1250684;-;5042
1;-;-;55;-;1250685;-;5391
1;-;-;55;-;1250686;-;3924
1;-;-;55;-;1250687;-;4379
1;-;-;55;-;1250688;-;5449
1;-;-;55;-;1250689;-;4044
1;-;-;55;-;1250690;-;5107
1;-;-;55;-;1250691;-;4305
1;-;-;55;-;1250692;-;5022
1;-;-;55;-;1250693;-;5352
1;-;-;55;-;1250694;-;4071
1;-;-;55;-;1250695;-;4044
1;-;-;55;-;1250696;-;4918
1;-;-;55;-;1250697;-;3887
1;-;-;55;-;1250698;-;5492
1;-;-;55;-;1250699;-;4110
1;-;-;55;-;1250700;-;5010
1;-;-;55;-;1250701;-;4838
1;-;-;55;-;1250702;-;3763
1;-;-;55;-;1250703;-;3761
1;-;-;55;-;1250704;-;5150
1;-;-;55;-;1250705;-;3998
1;-;-;55;-;1250706;-;4706
1;-;-;55;-;1250707;-;4972
1;-;-;55;-;1250708;-;5551
1;-;-;55;-;1250709;-;4026
1;-;-;55;-;1250710;-;4441
1;-;-;55;-;1250711;-;5348
1;-;1;56;-;-;869775;-
1;-;-;56;371;-;-;12938
1;-;-;56;372;-;-;15896
1;-;-;56;373;-;-;11648
1;-;-;56;374;-;-;13774
1;-;-;56;375;-;-;13711
1;-;-;56;376;-;-;11158
1;-;-;56;-;1250712;-;4833
1;-;-;56;-;1250713;-;3870
1;-;-;56;-;1250714;-;5204
1;-;-;56;-;1250715;-;4267
1;-;-;56;-;1250716;-;4372
1;-;-;56;-;1250717;-;5372
1;-;-;56;-;1250718;-;4975
1;-;-;56;-;1250719;-;5011
1;-;-;56;-;1250720;-;4203
1;-;-;56;-;1250721;-;4927
1;-;-;56;-;1250722;-;4058
1;-;-;56;-;1250723;-;4832
1;-;-;56;-;1250724;-;5304
1;-;-;56;-;1250725;-;4417
1;-;-;56;-;1250726;-;5426
1;-;-;56;-;1250727;-;5514
1;-;-;56;-;1250728;-;4350
1;-;-;56;-;1250729;-;4446
1;-;-;56;-;1250730;-;5044
1;-;-;56;-;1250731;-;5014
1;-;-;56;-;1250732;-;4342
1;-;-;56;-;1250733;-;4112
1;-;-;56;-;1250734;-;5535
1;-;-;56;-;1250735;-;5066
1;-;-;56;-;1250736;-;3765
1;-;-;56;-;1250737;-;5056
1;-;-;56;-;1250738;-;5451
1;-;-;56;-;1250739;-;4356
1;-;-;56;-;1250740;-;3955
1;-;-;56;-;1250741;-;4723
1;-;-;56;-;1250742;-;4802
1;-;-;56;-;1250743;-;5512
1;-;-;56;-;1250744;-;4427
1;-;1;57;-;-;757731;-
1;-;-;57;377;-;-;12011
1;-;-;57;378;-;-;13874
1;-;-;57;379;-;-;11019
1;-;-;57;380;-;-;13428
1;-;-;57;381;-;-;15435
1;-;-;57;382;-;-;15999
1;-;-;57;-;1250745;-;4627
1;-;-;57;-;1250746;-;5155
1;-;-;57;-;1250747;-;3977
1;-;-;57;-;1250748;-;3966
1;-;-;57;-;1250749;-;4327
1;-;-;57;-;1250750;-;4426
1;-;-;57;-;1250751;-;5411
1;-;-;57;-;1250752;-;4728
1;-;-;57;-;1250753;-;5316
1;-;-;57;-;1250754;-;4711
1;-;-;57;-;1250755;-;5382
1;-;-;57;-;1250756;-;5610
1;-;-;57;-;1250757;-;5572
1;-;-;57;-;1250758;-;4965
1;-;-;57;-;1250759;-;4001
1;-;-;57;-;1250760;-;4159
1;-;-;57;-;1250761;-;4548
1;-;-;57;-;1250762;-;5355
1;-;-;57;-;1250763;-;4130
1;-;-;57;-;1250764;-;5396
1;-;-;57;-;1250765;-;5198
1;-;-;57;-;1250766;-;5366
1;-;-;57;-;1250767;-;4088
1;-;-;57;-;1250768;-;4675
1;-;-;57;-;1250769;-;5135
1;-;-;57;-;1250770;-;4511
1;-;-;57;-;1250771;-;5418
1;-;-;57;-;1250772;-;3853
1;-;-;57;-;1250773;-;5185
1;-;-;57;-;1250774;-;3783
1;-;1;58;-;-;584194;-
1;-;-;58;383;-;-;11980
1;-;-;58;384;-;-;16282
1;-;-;58;385;-;-;14160
1;-;-;58;386;-;-;11365
1;-;-;58;387;-;-;16001
1;-;-;58;388;-;-;16311
1;-;-;58;-;1250775;-;4522
1;-;-;58;-;1250776;-;3807
1;-;-;58;-;1250777;-;5386
1;-;-;58;-;1250778;-;4598
1;-;-;58;-;1250779;-;4448
1;-;-;58;-;1250780;-;4976
1;-;-;58;-;1250781;-;4634
1;-;-;58;-;1250782;-;4608
1;-;-;58;-;1250783;-;4194
1;-;-;58;-;1250784;-;5526
1;-;-;58;-;1250785;-;4084
1;-;-;58;-;1250786;-;4074
1;-;-;58;-;1250787;-;3848
1;-;-;58;-;1250788;-;3877
1;-;-;58;-;1250789;-;4199
1;-;-;58;-;1250790;-;3981
1;-;-;58;-;1250791;-;5280
1;-;-;58;-;1250792;-;5110
1;-;-;58;-;1250793;-;4416
1;-;-;58;-;1250794;-;4911
1;-;-;58;-;1250795;-;4960
1;-;-;58;-;1250796;-;3979
1;-;-;58;-;1250797;-;3776
1;-;-;58;-;1250798;-;3965
1;-;-;58;-;1250799;-;3963
1;-;-;58;-;1250800;-;3847
1;-;-;58;-;1250801;-;5191
1;-;-;58;-;1250802;-;4563
1;-;-;58;-;1250803;-;5395
1;-;-;58;-;1250804;-;4921
1;-;-;58;-;1250805;-;3802
1;-;-;58;-;1250806;-;3778
1;-;-;58;-;1250807;-;4735
1;-;-;58;-;1250808;-;4294
1;-;-;58;-;1250809;-;4623
1;-;-;58;-;1250810;-;4857
1;-;1;59;-;-;718441;-
1;-;-;59;389;-;-;11685
1;-;-;59;390;-;-;16217
1;-;-;59;391;-;-;14433
1;-;-;59;392;-;-;12649
1;-;-;59;393;-;-;15603
1;-;-;59;-;1250811;-;5605
1;-;-;59;-;1250812;-;4338
1;-;-;59;-;1250813;-;4596
1;-;-;59;-;1250814;-;5600
1;-;-;59;-;1250815;-;5498
1;-;-;59;-;1250816;-;3858
1;-;-;59;-;1250817;-;5259
1;-;-;59;-;1250818;-;4206
1;-;-;59;-;1250819;-;4137
1;-;-;59;-;1250820;-;4948
1;-;-;59;-;1250821;-;3953
1;-;-;59;-;1250822;-;4031
1;-;-;59;-;1250823;-;4562
1;-;-;59;-;1250824;-;5269
1;-;-;59;-;1250825;-;3871
1;-;-;59;-;1250826;-;4354
1;-;-;59;-;1250827;-;4084
1;-;-;59;-;1250828;-;4851
1;-;-;59;-;1250829;-;3842
1;-;-;59;-;1250830;-;4066
1;-;-;59;-;1250831;-;3758
1;-;-;59;-;1250832;-;3852
1;-;-;59;-;1250833;-;5002
1;-;-;59;-;1250834;-;5333
1;-;-;59;-;1250835;-;5290
1;-;-;59;-;1250836;-;5147
1;-;-;59;-;1250837;-;4787
1;-;-;59;-;1250838;-;4981
1;-;-;59;-;1250839;-;3873
1;-;-;59;-;1250840;-;4615
1;-;-;59;-;1250841;-;4248
1;-;-;59;-;1250842;-;4029
1;-;-;59;-;1250843;-;4117
1;-;1;60;-;-;872488;-
1;-;-;60;394;-;-;14390
1;-;-;60;395;-;-;12246
1;-;-;60;396;-;-;11610
1;-;-;60;397;-;-;12046
1;-;-;60;398;-;-;13891
1;-;-;60;-;1250844;-;5077
1;-;-;60;-;1250845;-;4362
1;-;-;60;-;1250846;-;4907
1;-;-;60;-;1250847;-;5468
1;-;-;60;-;1250848;-;5297
1;-;-;60;-;1250849;-;4090
1;-;-;60;-;1250850;-;5436
1;-;-;60;-;1250851;-;5042
1;-;-;60;-;1250852;-;4008
1;-;-;60;-;1250853;-;4477
1;-;-;60;-;1250854;-;5105
1;-;-;60;-;1250855;-;5358
1;-;-;60;-;1250856;-;5418
1;-;-;60;-;1250857;-;5094
1;-;-;60;-;1250858;-;5600
1;-;-;60;-;1250859;-;5307
1;-;-;60;-;1250860;-;4081
1;-;-;60;-;1250861;-;5595
1;-;-;60;-;1250862;-;4944
1;-;-;60;-;1250863;-;4165
1;-;-;60;-;1250864;-;4308
1;-;-;60;-;1250865;-;4637
1;-;-;60;-;1250866;-;5162
1;-;-;60;-;1250867;-;3761
1;-;-;60;-;1250868;-;5222
1;-;-;60;-;1250869;-;5463
1;-;-;60;-;1250870;-;4710
1;-;-;60;-;1250871;-;4421
1;-;-;60;-;1250872;-;4710
1;-;-;60;-;1250873;-;4577
1;-;-;60;-;1250874;-;5582
1;-;1;61;-;-;832821;-
1;-;-;61;399;-;-;12490
1;-;-;61;400;-;-;11797
1;-;-;61;401;-;-;12195
1;-;-;61;402;-;-;14253
1;-;-;61;403;-;-;12540
1;-;-;61;-;1250875;-;5139
1;-;-;61;-;1250876;-;4643
1;-;-;61;-;1250877;-;4174
1;-;-;61;-;1250878;-;4032
1;-;-;61;-;1250879;-;5043
1;-;-;61;-;1250880;-;4675
1;-;-;61;-;1250881;-;4640
1;-;-;61;-;1250882;-;4977
1;-;-;61;-;1250883;-;5092
1;-;-;61;-;1250884;-;3968
1;-;-;61;-;1250885;-;4302
1;-;-;61;-;1250886;-;3921
1;-;-;61;-;1250887;-;5318
1;-;-;61;-;1250888;-;4553
1;-;-;61;-;1250889;-;5165
1;-;-;61;-;1250890;-;4113
1;-;-;61;-;1250891;-;4189
1;-;-;61;-;1250892;-;5265
1;-;-;61;-;1250893;-;3807
1;-;-;61;-;1250894;-;4057
1;-;-;61;-;1250895;-;4375
1;-;-;61;-;1250896;-;5165
1;-;-;61;-;1250897;-;4463
1;-;-;61;-;1250898;-;4100
1;-;-;61;-;1250899;-;3912
1;-;-;61;-;1250900;-;4736
1;-;-;61;-;1250901;-;4995
1;-;-;61;-;1250902;-;3824
1;-;-;61;-;1250903;-;4315
1;-;-;61;-;1250904;-;3783
1;-;-;61;-;1250905;-;5631
1;-;-;61;-;1250906;-;5405
1;-;-;61;-;1250907;-;4140
1;-;-;61;-;1250908;-;4035
1;-;-;61;-;1250909;-;4616
1;-;-;61;-;1250910;-;4966
1;-;-;61;-;1250911;-;5056
1;-;-;61;-;1250912;-;4941
1;-;-;61;-;1250913;-;5207
1;-;-;61;-;1250914;-;4851
1;-;-;61;-;1250915;-;4757
1;-;-;61;-;1250916;-;4577
1;-;-;61;-;1250917;-;5035
1;-;-;61;-;1250918;-;4877
1;-;-;61;-;1250919;-;5525
1;-;-;61;-;1250920;-;4470
1;-;-;61;-;1250921;-;5237
1;-;-;61;-;1250922;-;4931
1;-;-;61;-;1250923;-;4335
1;-;1;62;-;-;592662;-
1;-;-;62;404;-;-;14460
1;-;-;62;405;-;-;11611
1;-;-;62;406;-;-;15107
1;-;-;62;407;-;-;11747
1;-;-;62;408;-;-;13332
1;-;-;62;409;-;-;14892
1;-;-;62;410;-;-;15407
1;-;-;62;411;-;-;14657
1;-;-;62;-;1250924;-;4422
1;-;-;62;-;1250925;-;5231
1;-;-;62;-;1250926;-;4652
1;-;-;62;-;1250927;-;4049
1;-;-;62;-;1250928;-;4170
1;-;-;62;-;1250929;-;5454
1;-;-;62;-;1250930;-;5416
1;-;-;62;-;1250931;-;3777
1;-;-;62;-;1250932;-;5414
1;-;-;62;-;1250933;-;3930
1;-;-;62;-;1250934;-;4454
1;-;-;62;-;1250935;-;5055
1;-;-;62;-;1250936;-;4844
1;-;-;62;-;1250937;-;4158
1;-;-;62;-;1250938;-;4621
1;-;-;62;-;1250939;-;5068
1;-;-;62;-;1250940;-;4364
1;-;-;62;-;1250941;-;4927
1;-;-;62;-;1250942;-;4310
1;-;-;62;-;1250943;-;4379
1;-;-;62;-;1250944;-;4485
1;-;-;62;-;1250945;-;5409
1;-;-;62;-;1250946;-;5041
1;-;-;62;-;1250947;-;5467
1;-;-;62;-;1250948;-;4312
1;-;-;62;-;1250949;-;4186
1;-;-;62;-;1250950;-;3980
1;-;-;62;-;1250951;-;5295
1;-;-;62;-;1250952;-;4936
1;-;-;62;-;1250953;-;5035
1;-;-;62;-;1250954;-;5307
1;-;-;62;-;1250955;-;4560
1;-;-;62;-;1250956;-;4572
1;-;-;62;-;1250957;-;5446
1;-;-;62;-;1250958;-;4155
1;-;-;62;-;1250959;-;4062
1;-;-;62;-;1250960;-;4591
1;-;-;62;-;1250961;-;4353
1;-;-;62;-;1250962;-;5063
1;-;-;62;-;1250963;-;5600
1;-;-;62;-;1250964;-;5249
1;-;-;62;-;1250965;-;4830
1;-;-;62;-;1250966;-;4326
1;-;-;62;-;1250967;-;5547
1;-;-;62;-;1250968;-;5247
1;-;-;62;-;1250969;-;4950
1;-;-;62;-;1250970;-;4344
1;-;-;62;-;1250971;-;4903
1;-;-;62;-;1250972;-;4255
1;-;-;62;-;1250973;-;5020
1;-;1;63;-;-;561493;-
1;-;-;63;412;-;-;15032
1;-;-;63;413;-;-;15208
1;-;-;63;414;-;-;15790
1;-;-;63;415;-;-;11776
1;-;-;63;416;-;-;12800
1;-;-;63;417;-;-;11231
1;-;-;63;-;1250974;-;4436
1;-;-;63;-;1250975;-;4995
1;-;-;63;-;1250976;-;4486
1;-;-;63;-;1250977;-;5594
1;-;-;63;-;1250978;-;5389
1;-;-;63;-;1250979;-;5454
1;-;-;63;-;1250980;-;4986
1;-;-;63;-;1250981;-;4060
1;-;-;63;-;1250982;-;5284
1;-;-;63;-;1250983;-;4791
1;-;-;63;-;1250984;-;5424
1;-;-;63;-;1250985;-;4706
1;-;-;63;-;1250986;-;5161
1;-;-;63;-;1250987;-;5074
1;-;-;63;-;1250988;-;4318
1;-;-;63;-;1250989;-;5384
1;-;-;63;-;1250990;-;5139
1;-;-;63;-;1250991;-;4381
1;-;-;63;-;1250992;-;4455
1;-;-;63;-;1250993;-;4093
1;-;-;63;-;1250994;-;3769
1;-;-;63;-;1250995;-;5322
1;-;-;63;-;1250996;-;4530
1;-;-;63;-;1250997;-;4603
1;-;-;63;-;1250998;-;5311
1;-;-;63;-;1250999;-;4736
1;-;-;63;-;1251000;-;4386
1;-;-;63;-;1251001;-;5600
1;-;-;63;-;1251002;-;5050
1;-;-;63;-;1251003;-;5138
1;-;-;63;-;1251004;-;5082
1;-;-;63;-;1251005;-;4642
1;-;-;63;-;1251006;-;5139
1;-;-;63;-;1251007;-;5242
1;-;-;63;-;1251008;-;4292
1;-;-;63;-;1251009;-;3766
1;-;-;63;-;1251010;-;4481
1;-;1;64;-;-;836546;-
1;-;-;64;418;-;-;16305
1;-;-;64;419;-;-;11532
1;-;-;64;420;-;-;13768
1;-;-;64;421;-;-;12152
1;-;-;64;422;-;-;12351
1;-;-;64;423;-;-;13739
1;-;-;64;424;-;-;14648
1;-;-;64;-;1251011;-;4088
1;-;-;64;-;1251012;-;5536
1;-;-;64;-;1251013;-;5231
1;-;-;64;-;1251014;-;3895
1;-;-;64;-;1251015;-;4859
1;-;-;64;-;1251016;-;4284
1;-;-;64;-;1251017;-;4780
1;-;-;64;-;1251018;-;4382
1;-;-;64;-;1251019;-;4707
1;-;-;64;-;1251020;-;4890
1;-;-;64;-;1251021;-;5408
1;-;-;64;-;1251022;-;4045
1;-;-;64;-;1251023;-;4691
1;-;-;64;-;1251024;-;4468
1;-;-;64;-;1251025;-;4556
1;-;-;64;-;1251026;-;5201
1;-;-;64;-;1251027;-;5486
1;-;-;64;-;1251028;-;4308
1;-;-;64;-;1251029;-;5353
1;-;-;64;-;1251030;-;4747
1;-;-;64;-;1251031;-;4236
1;-;-;64;-;1251032;-;3802
1;-;-;64;-;1251033;-;3987
1;-;-;64;-;1251034;-;5599
1;-;-;64;-;1251035;-;4907
1;-;-;64;-;1251036;-;4904
1;-;-;64;-;1251037;-;4694
1;-;-;64;-;1251038;-;4138
1;-;-;64;-;1251039;-;4440
1;-;-;64;-;1251040;-;5036
1;-;-;64;-;1251041;-;4235
1;-;-;64;-;1251042;-;4455
1;-;-;64;-;1251043;-;4963
1;-;-;64;-;1251044;-;4409
1;-;-;64;-;1251045;-;5618
1;-;-;64;-;1251046;-;4853
1;-;-;64;-;1251047;-;4825
1;-;1;65;-;-;836808;-
1;-;-;65;425;-;-;12671
1;-;-;65;426;-;-;13416
1;-;-;65;427;-;-;11739
1;-;-;65;428;-;-;12191
1;-;-;65;429;-;-;16165
1;-;-;65;430;-;-;13096
1;-;-;65;431;-;-;14780
1;-;-;65;-;1251048;-;5155
1;-;-;65;-;1251049;-;4487
1;-;-;65;-;1251050;-;4203
1;-;-;65;-;1251051;-;5355
1;-;-;65;-;1251052;-;4532
1;-;-;65;-;1251053;-;5516
1;-;-;65;-;1251054;-;4227
1;-;-;65;-;1251055;-;5006
1;-;-;65;-;1251056;-;4082
1;-;-;65;-;1251057;-;5133
1;-;-;65;-;1251058;-;3764
1;-;-;65;-;1251059;-;4029
1;-;-;65;-;1251060;-;5524
1;-;-;65;-;1251061;-;4026
1;-;-;65;-;1251062;-;3984
1;-;-;65;-;1251063;-;4354
1;-;-;65;-;1251064;-;4890
1;-;-;65;-;1251065;-;4688
1;-;-;65;-;1251066;-;5636
1;-;-;65;-;1251067;-;4833
1;-;-;65;-;1251068;-;4990
1;-;-;65;-;1251069;-;5461
1;-;-;65;-;1251070;-;4775
1;-;-;65;-;1251071;-;4382
1;-;-;65;-;1251072;-;4176
1;-;-;65;-;1251073;-;3783
1;-;-;65;-;1251074;-;5452
1;-;-;65;-;1251075;-;4022
1;-;-;65;-;1251076;-;5350
1;-;-;65;-;1251077;-;5042
1;-;-;65;-;1251078;-;5274
1;-;-;65;-;1251079;-;3802
1;-;-;65;-;1251080;-;3831
1;-;-;65;-;1251081;-;4935
1;-;-;65;-;1251082;-;4193
1;-;1;66;-;-;734576;-
1;-;-;66;432;-;-;11901
1;-;-;66;433;-;-;14749
1;-;-;66;434;-;-;11529
1;-;-;66;435;-;-;11395
1;-;-;66;436;-;-;11421
1;-;-;66;-;1251083;-;4234
1;-;-;66;-;1251084;-;4458
1;-;-;66;-;1251085;-;5442
1;-;-;66;-;1251086;-;4507
1;-;-;66;-;1251087;-;4327
1;-;-;66;-;1251088;-;5443
1;-;-;66;-;1251089;-;4654
1;-;-;66;-;1251090;-;4849
1;-;-;66;-;1251091;-;5037
1;-;-;66;-;1251092;-;3770
1;-;-;66;-;1251093;-;3918
1;-;-;66;-;1251094;-;5566
1;-;-;66;-;1251095;-;3886
1;-;-;66;-;1251096;-;3911
1;-;-;66;-;1251097;-;4763
1;-;-;66;-;1251098;-;5156
1;-;-;66;-;1251099;-;4230
1;-;-;66;-;1251100;-;5363
1;-;-;66;-;1251101;-;5202
1;-;-;66;-;1251102;-;4652
1;-;-;66;-;1251103;-;4169
1;-;-;66;-;1251104;-;3809
1;-;-;66;-;1251105;-;4458
1;-;-;66;-;1251106;-;4145
1;-;-;66;-;1251107;-;5294
1;-;-;66;-;1251108;-;4105
1;-;-;66;-;1251109;-;4041
1;-;-;66;-;1251110;-;5033
1;-;-;66;-;1251111;-;4881
1;-;-;66;-;1251112;-;4939
1;-;-;66;-;1251113;-;4813
1;-;-;66;-;1251114;-;4386
1;-;-;66;-;1251115;-;4086
1;-;-;66;-;1251116;-;5324
1;-;-;66;-;1251117;-;4413
1;-;-;66;-;1251118;-;4917
1;-;1;67;-;-;751210;-
1;-;-;67;437;-;-;13244
1;-;-;67;438;-;-;12872
1;-;-;67;439;-;-;14347
1;-;-;67;440;-;-;14182
1;-;-;67;441;-;-;12190
1;-;-;67;442;-;-;12067
1;-;-;67;443;-;-;12375
1;-;-;67;444;-;-;12775
1;-;-;67;-;1251119;-;5373
1;-;-;67;-;1251120;-;4216
1;-;-;67;-;1251121;-;5142
1;-;-;67;-;1251122;-;3848
1;-;-;67;-;1251123;-;4562
1;-;-;67;-;1251124;-;4169
1;-;-;67;-;1251125;-;4763
1;-;-;67;-;1251126;-;4894
1;-;-;67;-;1251127;-;4500
1;-;-;67;-;1251128;-;4775
1;-;-;67;-;1251129;-;4727
1;-;-;67;-;1251130;-;4733
1;-;-;67;-;1251131;-;4342
1;-;-;67;-;1251132;-;4390
1;-;-;67;-;1251133;-;5631
1;-;-;67;-;1251134;-;5305
1;-;-;67;-;1251135;-;5226
1;-;-;67;-;1251136;-;5413
1;-;-;67;-;1251137;-;4616
1;-;-;67;-;1251138;-;5438
1;-;-;67;-;1251139;-;4854
1;-;-;67;-;1251140;-;4443
1;-;-;67;-;1251141;-;4406
1;-;-;67;-;1251142;-;4928
1;-;-;67;-;1251143;-;4711
1;-;-;67;-;1251144;-;4241
1;-;-;67;-;1251145;-;3907
1;-;-;67;-;1251146;-;3973
1;-;-;67;-;1251147;-;3934
